timestamp,raw_gaze_position_x,raw_gaze_position_y,calibrated_gaze_position_x,calibrated_gaze_position_y,filtered_gaze_position_x,filtered_gaze_position_y,left_eye_openness,right_eye_openness,tracking_status,status,event,trigger
1749464101936254300,1.4901751279830933,-10.381699562072754,1808.627700805664,741.2308216094971,1808.627700805664,741.2308216094971,135.0,91.5,1,1,0,0
1749464101959083300,1.7587722539901733,-9.600614547729492,1744.7491836547852,641.227662563324,1744.7491836547852,641.227662563324,121.0,83.5,1,1,0,0
1749464101977587700,1.8132519721984863,-9.553448677062988,1747.7445602416992,634.3854546546936,1747.7445602416992,634.3854546546936,117.0,67.0,1,1,0,0
1749464102010921400,1.6451575756072998,-9.347290992736816,1784.2544174194336,590.859124660492,1784.2544174194336,590.859124660492,123.0,69.5,1,1,0,0
1749464102043280500,1.5439015626907349,-9.213113784790039,1795.7271194458008,570.4533934593201,1795.7271194458008,570.4533934593201,122.5,83.0,1,1,0,0
1749464102091355400,1.5054939985275269,-9.652464866638184,1784.3470001220703,645.5572628974915,1784.3470001220703,645.5572628974915,117.5,81.0,1,1,0,0
1749464102114063300,1.4782153367996216,-9.48148250579834,1788.97705078125,605.2830576896667,1788.97705078125,641.227662563324,117.5,79.0,1,1,0,0
1749464102134654400,1.7577482461929321,-9.487676620483398,1755.6821823120117,637.5183606147766,1755.6821823120117,637.5183606147766,113.0,82.0,1,1,0,0
1749464102173867400,1.6166025400161743,-9.511919021606445,1776.8640518188477,612.3924779891968,1776.8640518188477,634.3854546546936,117.5,81.5,1,1,0,0
1749464102203285300,1.6539920568466187,-8.869049072265625,1783.8512420654297,541.3187456130981,1783.8512420654297,634.3854546546936,119.5,79.0,1,1,0,0
1749464102251593300,1.7222692966461182,-9.593076705932617,1754.5283889770508,650.9639525413513,1755.6821823120117,637.5183606147766,122.0,77.5,1,1,0,0
1749464102270906900,1.7222692966461182,-9.593076705932617,1754.5283889770508,650.9639525413513,1776.8640518188477,634.3854546546936,120.5,78.0,1,1,0,0
1749464102331373700,1.5664702653884888,-9.55700397491455,1782.714500427246,639.5867300033569,1782.714500427246,637.5183606147766,121.5,80.0,1,1,0,0
1749464102348972700,1.4979828596115112,-9.600262641906738,1792.594871520996,643.5156726837158,1776.8640518188477,639.5867300033569,122.0,77.5,1,1,0,0
1749464102369730300,1.61057710647583,-9.433862686157227,1773.4705352783203,623.4102416038513,1776.8640518188477,634.3854546546936,124.5,77.5,1,1,0,0
1749464102395545000,1.5797780752182007,-9.468679428100586,1779.4801712036133,624.6026229858398,1779.4801712036133,637.5183606147766,124.0,78.5,1,1,0,0
1749464102443185400,1.4538460969924927,-9.574780464172363,1789.647560119629,636.2193775177002,1779.4801712036133,636.2193775177002,120.5,77.5,1,1,0,0
1749464102491846100,1.409709095954895,-9.496338844299316,1793.9131164550781,621.7031335830688,1779.4801712036133,634.3854546546936,123.0,79.0,1,1,0,0
1749464102512823200,1.409709095954895,-9.496338844299316,1793.9131164550781,621.7031335830688,1779.4801712036133,634.3854546546936,120.5,79.0,1,1,0,0
1749464102535311000,1.404311180114746,-9.675071716308594,1801.296272277832,641.0456800460815,1789.647560119629,636.2193775177002,124.5,79.0,1,1,0,0
1749464102573179800,1.5471481084823608,-9.369817733764648,1776.2749099731445,616.6140604019165,1779.4801712036133,634.3854546546936,123.0,80.0,1,1,0,0
1749464102603266900,1.7819238901138306,-8.924548149108887,1710.604019165039,567.5131559371948,1779.4801712036133,634.3854546546936,119.5,70.5,1,1,0,0
1749464102651600000,2.178126573562622,-8.185693740844727,1597.3965454101562,492.9560708999634,1779.4801712036133,634.3854546546936,121.5,79.5,1,1,0,0
1749464102673164800,2.178126573562622,-8.185693740844727,1597.3965454101562,492.9560708999634,1776.2749099731445,616.6140604019165,121.5,81.0,1,1,0,0
1749464102731179600,2.4028818607330322,-8.444671630859375,1554.1827392578125,517.1433627605438,1710.604019165039,567.5131559371948,118.0,75.0,1,1,0,0
1749464102750577000,2.246713876724243,-8.562085151672363,1583.463020324707,526.6306579113007,1597.3965454101562,526.6306579113007,119.5,82.5,1,1,0,0
1749464102771592300,2.963754177093506,-6.74254035949707,1372.2308349609375,364.39581871032715,1597.3965454101562,526.6306579113007,110.0,80.0,1,1,0,0
1749464102811192100,1.059799313545227,-3.4424896240234375,975.7358551025391,164.14580047130585,1583.463020324707,526.6306579113007,116.5,62.5,1,1,0,0
1749464102843696500,0.6626685261726379,-3.4008893966674805,961.5925598144531,154.19234812259674,1583.463020324707,526.6306579113007,127.0,78.0,1,1,0,0
1749464102891886000,1.10981285572052,-3.258296012878418,984.0690994262695,151.81508481502533,1372.2308349609375,364.39581871032715,121.0,77.0,1,1,0,0
1749464102913001700,1.325398325920105,-3.702993631362915,993.6882019042969,182.56731390953064,993.6882019042969,182.56731390953064,122.5,79.0,1,1,0,0
1749464102933220000,0.9342370629310608,-3.563507080078125,978.3867645263672,161.30152702331543,993.6882019042969,182.56731390953064,125.5,87.0,1,1,0,0
1749464102974009500,1.0256412029266357,-3.9611294269561768,991.6532135009766,191.63468778133392,993.6882019042969,191.63468778133392,122.5,83.5,1,1,0,0
1749464103003741600,0.9617392420768738,-3.8462579250335693,986.9784164428711,182.36154556274414,993.6882019042969,182.56731390953064,125.0,82.0,1,1,0,0
1749464103052125800,1.0849496126174927,-4.079166889190674,998.781852722168,198.1445860862732,993.6882019042969,182.56731390953064,145.5,78.0,1,1,0,0
1749464103070283700,0.9946285486221313,-4.141930103302002,999.0743637084961,199.43120956420898,993.6882019042969,191.63468778133392,125.0,79.5,1,1,0,0
1749464103131201000,1.5416263341903687,-4.705438613891602,1047.5593185424805,246.83176517486572,993.6882019042969,191.63468778133392,126.5,84.5,1,1,0,0
1749464103153647800,1.0666548013687134,-4.3206610679626465,1016.3423538208008,218.9465492963791,998.781852722168,198.1445860862732,136.5,81.0,1,1,0,0
1749464103174039900,1.0223150253295898,-4.484890460968018,1007.2893905639648,227.87605226039886,999.0743637084961,199.43120956420898,134.0,85.5,1,1,0,0
1749464103211033800,1.3453127145767212,-4.696552753448486,1036.2665176391602,249.0783190727234,1007.2893905639648,218.9465492963791,143.5,90.5,1,1,0,0
1749464103243743100,1.3463550806045532,-4.852074146270752,1036.0249328613281,246.92774534225464,1007.2893905639648,218.9465492963791,146.0,80.5,1,1,0,0
1749464103292168500,1.007765531539917,-4.120060920715332,1009.0676879882812,195.23107945919037,1007.2893905639648,199.43120956420898,144.0,80.5,1,1,0,0
1749464103315324500,1.3946943283081055,-4.375333309173584,1031.2458801269531,211.53040766716003,1009.0676879882812,218.9465492963791,149.0,80.5,1,1,0,0
1749464103335512100,1.7176851034164429,-5.020561695098877,1056.6681289672852,262.40696132183075,1009.0676879882812,218.9465492963791,147.5,80.5,1,1,0,0
1749464103371458700,1.4548195600509644,-4.422351360321045,1043.3636856079102,222.67022252082825,1009.0676879882812,218.9465492963791,137.0,84.5,1,1,0,0
1749464103403814600,1.2921756505966187,-4.3139967918396,1036.1598587036133,214.2149555683136,1031.2458801269531,218.9465492963791,150.0,84.5,1,1,0,0
